country,activity_sector,number_of_full_time_employees,percentage_of_telework,annual_consumption_of_electricity,annual_consumption_of_natural_gas,annual_consumption_of_propane,annual_consumption_of_fuel,annual_consumption_of_coal,annual_consumption_of_refrigerant,annual_consumption_of_GPL,fuel_consumption_of_gasoline,fuel_consumption_of_diesel,consumption_of_LPG,number_of_short_haul_round_trip,number_of_medium_haul_round_trip,number_of_long_haul_round_trip,tons_of_air_freight_lt_3000,tons_of_air_freight_gt_3000,tons_of_sea_freight_lt_3000,tons_of_sea_freight_gt_3000,expenses_of_paper,expenses_of_small_office_supplies,built_area_of_company,number_of_light_duty_vehicles,number_of_commercial_vehicles,number_of_heavy_vehicles,number_of_desktop_computers,number_of_laptops,number_of_individual_printers,number_of_servers,number_of_multifunction_printers,number_of_flat_panel_screens,carbon_footprint
China,Transport,1775,52.12534374195167,844308.787600885,479586.6187361049,97675.99711170592,371464.0405265673,9026.356209151932,2048.0098670093466,114420.02211821372,356968.72295617266,37630.67377978291,129745.46628460177,172,135,63,5480.440427366856,2367.672838894106,41337.494278119986,69666.473872171,94479.36529987007,24813.623216438667,2261.0334254987224,117,46,58,509,1336,54,87,20,1335,4488859.743717758
Germany,Finance,2898,67.11712087096201,787682.3604989839,25323.190357826985,65746.96977812315,435095.32202667365,3287.170236476639,1368.762446019432,101350.53001938552,139725.75134946752,369928.0057304561,5143.158970244288,250,69,198,3366.9898983600024,3034.8353279395114,24531.169090113093,46900.10283287547,66338.95221599704,39779.23525388242,59485.52575714164,84,21,74,820,1326,31,36,138,1635,3839684.8252639095
France,Retail,1337,22.08070554518614,747857.9983640453,43496.40327791116,97023.6237559537,237144.9934025603,2036.633001075382,3526.162632720069,86742.6411051107,256799.99159947527,273824.4179927764,4223.133791649447,29,88,7,8068.820737982631,5386.5243526085,19711.00421364953,15452.22730449648,5056.009996735635,18155.73724945599,8303.335552959306,150,39,53,843,1619,361,28,5,1163,3202782.6615942973
Australia,Manufacturing,1899,59.11692250300643,29077.426252401343,287977.42306865635,21548.663290703174,24654.640691618268,2668.386344955327,1993.7229273675482,24234.51187888206,160543.19772694842,369771.6959472242,127287.61680800744,474,250,160,3771.2969651615444,8795.999558678022,19507.62748800262,89986.00144231845,2251.433035258829,25010.97016065602,76326.88534334394,43,114,68,965,439,186,8,187,502,3264484.4934621393
India,Finance,3460,88.31909275837738,260575.19797717762,238415.67217507158,178455.9503850086,348339.33104482485,9951.41743395347,3444.718465161586,40474.82877358053,138441.39185583816,128166.8095501266,180261.0841139006,17,169,97,7370.215483213336,18704.265153438802,46476.95997240022,91287.60579662122,86855.83694055396,10417.079109001073,5374.522311120959,84,121,20,55,1205,376,22,107,1156,3342057.06019919
Australia,Retail,2356,58.36734357616038,433954.3156927771,309172.144235319,112681.26993404605,210450.8864979169,5754.716236936328,2936.7747248185074,180708.73790366267,160495.49221348003,10395.795635734396,90247.81657892096,477,10,142,5274.048831746198,7024.9118396781805,5057.0132997283745,49259.72918033854,49729.81560365649,9804.064941240735,90982.96547929275,112,64,28,653,1333,285,9,169,1746,2945381.388725116
France,IT,2083,68.88312489131174,880644.9601180987,266801.4641631187,107658.6072916622,402602.0143353921,4815.967830038648,994.0132078385556,104374.15808947652,487479.9955851899,35129.829002486455,115108.94281218913,316,93,36,7161.853942349935,4798.932330926673,12797.612384636242,11133.209788351483,49752.462452516746,12512.063507915751,41746.97973708931,148,39,80,144,1100,231,21,12,1958,4356657.670063293
France,IT,1871,95.02460939179824,525553.2961184853,382579.18240569317,35147.39487553824,458422.5253234018,2229.2186895472155,4662.501414679138,149196.82153037816,420975.0431686613,493957.1192732965,25164.1523494605,183,120,16,9719.361346199961,14018.08984697795,48135.217149776996,21333.937222254484,90307.49753816891,12548.452360300707,96468.08584733537,8,198,37,295,1967,275,37,186,978,5567225.9282213785
Japan,Healthcare,3846,88.6467470276201,501145.23784119816,444509.6966278174,109286.89848311091,455640.5189865053,1798.7282603011133,2739.3872243619344,15365.224221177165,331701.37538173737,292543.59434747876,1082.3416689587084,435,173,59,6514.754192422771,17428.1465595066,14195.48477850388,32031.52304342981,65098.41262717505,27569.56148419082,45879.00696108186,96,17,71,263,425,77,54,59,1988,4589422.631575605
Germany,Transport,4014,22.49555363154927,9592.0946741972,266714.45575375244,196741.17860094065,425614.22241087805,155.28495960556276,707.7800067404983,55585.02054817813,109355.5381391993,108965.49161916558,90085.87886598232,123,272,136,9714.305941041108,3290.0792661856995,1948.8444084248213,34458.08835692308,73708.88865083863,2280.931309711169,41083.00249778361,187,26,64,850,1891,148,88,69,1043,3303655.3420684035
Germany,Transport,4155,81.62814637123591,830606.3891368238,44551.80273404002,24114.468230932307,54439.29480235077,7415.941588898436,2211.7849293127047,103575.22324365658,148322.45255343508,125421.61374572302,34123.56354486576,421,190,120,7753.714812027385,15818.42134205008,19410.78998596316,83787.3613142816,97545.20665679712,45291.50691714764,33613.411939096644,41,145,43,156,1864,398,28,121,318,2554740.8307684194
USA,Agriculture,753,98.0027921771051,587171.9705701305,54595.15164228307,140897.48879333705,383587.51455316204,6240.544733469936,1384.6323223874845,6279.865499204007,467433.01269734075,285459.5300760854,35915.963883955614,40,162,1,6501.803802113487,18940.680696112155,48764.55025331459,51339.59218954139,76634.41807589441,18166.731686897634,69261.26724490909,140,150,52,374,202,2,61,135,469,4208661.335250125
Japan,Retail,3208,78.875407961947,374501.96253677714,111793.49641875608,77324.82373334718,332982.4670012197,5187.434029286847,311.75154905099754,125886.50839317616,260038.23729251907,392950.5797788738,164982.5118868988,151,68,17,5386.678188421384,11903.469687319905,36257.843814478634,9380.65935420942,98928.42944835659,45001.86262344442,14443.46625543776,146,153,22,116,1823,478,32,91,1972,4108770.0412104717
France,Retail,1920,12.868655490320268,164709.06522583668,430363.2422919168,155277.77272448683,142414.77702897397,4477.074535982792,1963.985794177569,85063.40248637814,28531.470804347147,98986.67265302557,172531.85690982232,466,183,104,2755.353323753519,16250.478880667091,27817.120548978175,67510.69590014471,26445.427100565317,19953.53155196151,28862.128110334015,188,73,47,845,674,87,80,57,1346,3055683.680177278
Japan,Transport,300,62.021551242161735,422232.03488022083,289855.0629066158,103679.498099006,112015.19255806597,7405.685621464468,4942.638085990397,193549.12368956697,372526.56059883913,125979.02358007412,166314.43894677056,155,125,33,7234.975330228409,976.0987178343128,29860.35251526891,84360.42558130973,77272.16100897496,7709.6984230973,29723.527480282486,161,33,93,741,1032,260,97,11,987,3887516.792366401
Canada,Retail,1357,65.2778366020418,242527.5205063729,188254.73981735265,180675.1356608757,454399.50222441246,7003.920211170337,4809.738433610077,168616.0113797898,139466.41457602422,411160.75045620446,126549.27399217004,366,52,186,4879.474367479428,13945.791573096049,20615.052694799884,23525.54567708013,26189.988949679493,34514.615681178155,14530.94664872012,186,162,90,472,1430,415,8,62,332,4786450.3213381525
UK,IT,3377,14.741802159992123,452943.0317712953,181223.69145245082,16791.067157516394,495777.6867288453,4438.151103255368,1806.6611334553195,65792.14108235092,65005.91787609666,186313.34103498654,162648.06330324625,413,93,11,477.9655444482178,10401.327406139988,27607.842484815505,87880.03023399899,26297.0542624862,2902.084298118112,53282.91543521607,141,153,76,340,1126,214,78,55,277,3996746.06746827
Japan,Agriculture,2491,55.506586991265586,309965.548894821,30606.962963698414,84589.17301563823,392123.45136899885,3580.784892047678,922.3199590692893,121212.89421157549,366565.95733725425,269866.36156847334,115024.46735452565,490,95,91,7541.86226832401,10583.529710635268,49928.84991751646,9002.220376177438,14027.073364857202,24448.181724897542,65240.06140353148,54,104,70,994,484,212,79,169,1615,4055627.2181505216
Brazil,Agriculture,1745,92.31664596159513,48753.06665221356,139062.29408331146,64917.84852782305,72021.23027701746,365.67193415782185,977.5722628210393,120328.61871461768,109146.36625357233,282932.65112854185,17319.747994200952,159,226,95,6308.350107044449,12799.947261048443,8933.777342342259,92235.0094853542,27707.963295991594,14040.597551758361,74075.72537076946,70,81,21,687,1816,259,49,102,518,2467401.967144235
Australia,Agriculture,1611,29.54194999285571,992481.5378255714,180020.7303657314,177101.18940974414,278774.38109622855,1307.2033290167162,4802.7256068239285,155481.7190606236,420804.4634166356,184893.25690231123,51419.309126387925,287,150,192,2306.3010248003925,13259.006946032338,17015.470114591757,18551.29195304437,66151.01435930347,6145.433901388993,93134.48675985975,23,4,62,789,1145,330,62,187,1467,4034002.101896828
France,Healthcare,1148,80.74309420463798,450588.05630910106,42874.18061275089,7813.953304737686,134494.51755264096,7038.332036407074,1496.478737234057,158105.56159624856,367303.131003462,123522.03250878747,131140.9182332383,471,224,59,1819.8545231981977,4067.433575897623,26601.32559089259,20888.67318221106,9622.792594315768,19299.83734753025,26173.612975762542,67,156,34,277,404,110,66,130,90,3098757.0109367003
China,IT,4305,64.34831720163209,814485.8325991516,208176.38182673696,35916.25340036484,135354.45598827777,5169.7009742222735,1714.7989647851175,29242.976208579053,480286.7017233411,329679.2268380946,105611.79836671468,224,43,123,3731.4108781630894,2025.46703837861,28877.853729777973,27606.162778213293,20289.57471795446,39789.7425945538,32558.440140750496,105,83,15,614,625,317,63,128,1251,3899855.554394126
Germany,Transport,4274,67.4537590296666,120545.11339334352,194444.77261483128,93134.9123837222,66149.687848301,2359.5585310233737,2653.7888803399223,142746.57892538855,372419.48224456905,348760.7755161127,21859.733423787464,196,283,41,1171.3228091240223,16827.860757661256,35551.876915874556,38133.8547612277,46766.006508742445,38893.64071876097,11661.226729667507,54,192,36,171,1199,294,94,2,1569,3597158.266524279
Canada,Finance,4520,29.95227299795632,610712.806834138,475673.81172631815,107489.44526725894,87101.99172659394,4223.7237120949585,1027.3096239966128,39766.2060704838,181007.93115961205,439946.0888846864,198177.58524632588,5,29,3,3859.758736565604,7451.540768431526,18578.788688446886,79394.26940126541,77345.60479951205,35068.513690993736,32482.937109940973,24,43,90,493,1037,486,68,118,1352,4207388.311042654
Australia,Retail,3678,75.70342902187569,527305.6624179522,236794.42328317818,97156.84620842473,220732.67736285317,8340.037144593412,4092.692318751578,64912.57084825592,423023.30852873233,390387.0789369287,133654.93449551766,185,219,196,2843.368039756481,19621.777885972017,33873.09021674972,16998.198392095743,44964.13942405549,21714.145559169512,30467.284847821214,54,37,91,936,791,479,83,20,1205,4557316.567503148
Canada,Retail,1321,63.66940928525588,953838.795247708,329516.9477540963,119586.36587603825,53919.29493521885,436.5941787215366,3573.0892802415797,9720.748655319223,173206.28671452316,39702.15874792121,122392.46377995126,445,4,177,9922.533236254963,6235.452007842648,9133.803533763628,39999.58120255423,39475.32830306798,37138.11780627401,40493.280227475196,115,153,71,376,88,472,21,193,1143,3037542.3290225873
UK,Healthcare,3229,52.409423168988376,804590.4841058975,439588.4953349063,185877.70453855032,74544.02241246139,8914.771988778479,3880.447917513667,64627.55822375921,209909.43774858033,16330.6312038472,197663.9448504525,98,174,71,5455.340484211138,10264.79416654479,34399.366322629525,80719.35686923904,29261.406117910192,33434.59705069779,66534.8243691556,172,175,59,476,1677,275,3,10,1810,3634162.186726709
Germany,Healthcare,2279,49.0537625617392,416211.609677176,441939.8143532372,129205.85359069979,61742.990055561386,1766.1244539833187,2433.7927788438674,67082.21902318587,212819.15925054223,321026.2262888888,4557.491867334118,329,27,115,4669.488548904611,9428.351246325588,4706.10330011021,26109.78173976508,93131.03100545023,29003.72028601633,49241.44133917591,85,88,61,82,32,6,97,13,1627,3453433.6793594556
Canada,Retail,4732,30.690770852762505,795331.2148212158,309276.77001568535,93635.80626978716,149007.67974925233,9454.063551734745,1542.943356144316,188607.55336720112,29012.20185182718,292707.2141462282,114695.82270878176,476,274,76,8871.187077024522,3735.219002297685,33936.7170454236,96612.85954968953,51367.566719534494,30258.072162490455,37394.48462169185,32,152,57,92,1308,1,70,76,1195,3816852.2117292164
Canada,IT,82,20.213912076635076,410993.5186660034,260334.46081836708,121298.94787248517,480375.962899307,7231.249568046554,2131.4459240361925,52230.48326182018,439358.38426110265,170781.2720479272,75986.86180879064,201,186,113,9119.675987281384,18488.023452693204,10700.555877476452,39711.84648013153,49455.36184507855,46488.07798679926,5905.711585209129,103,5,45,929,481,377,0,75,1994,4267392.695439011
Germany,Transport,2909,76.70959243538199,762013.9449378549,160360.13360750795,42422.7612669656,22996.415770818345,1593.0335157910104,600.4398063098321,187055.71509367172,139532.49077395786,223029.76186681289,16456.986250353435,105,141,7,2037.5833206667548,13993.464820878602,33114.75191889171,91490.60105283895,11613.116076550376,45323.0268695093,51733.856605386136,32,185,63,878,1560,95,80,42,713,3114803.4548980347
USA,Transport,3739,19.948864233360354,295006.86944848235,226070.0890067704,11235.573406200738,123983.0725917277,912.8767616156352,3187.9441581464207,32249.36635232061,164628.10128145615,359338.19013896893,187935.309703094,400,237,78,1283.6668038577004,10944.041026997746,18429.898684971842,67382.99516189814,33571.8593304689,1607.629712625403,35977.69726467725,99,77,50,622,471,146,76,191,264,3409952.401203067
India,Healthcare,633,16.737921224384543,376079.50163600396,37144.92464920455,138046.78567669928,449067.71367903746,3078.0056325945093,4007.005886781144,78733.30258621727,174999.18198388987,239459.09680726475,71970.74633741772,130,121,87,7989.228148584918,3023.6094070616073,45359.410220259175,4973.217376962591,7417.638131090648,9136.696536934785,34369.04588313506,28,63,1,222,953,64,96,141,5,3047976.5721409856
Brazil,Retail,3030,85.11852664618193,607635.7974795569,82145.66909001053,151609.9689446284,45212.787244018946,6679.352441805353,2643.225564542869,118081.56885756123,397975.9404904499,32982.77286264589,113159.80337364443,128,18,21,1902.8090656270058,1354.0340881554425,10643.756017189531,27719.073849851695,90380.90989735728,41119.55100828736,61688.10856611314,124,36,20,259,1970,351,0,70,1228,2427416.8989231014
USA,Finance,197,7.995545981795981,543177.4276985134,187059.06810248308,189403.46589239367,401360.04926637013,514.6070717613583,2131.178626127134,71816.94030483838,353732.557091161,349285.6103306212,44570.29813021829,485,106,184,4366.491211930738,5339.809931037913,5639.398238212701,38540.09325172352,68778.80712023575,3265.5477541250625,78929.95121336078,89,154,8,21,1836,226,27,181,1711,4296173.48453823
UK,Healthcare,3576,15.3362254907914,398501.45559846814,11579.643150049835,191931.3868790392,30037.318415502832,9289.83006056517,4183.574606706039,34009.107107405165,453530.60165441793,414240.56965660397,109452.90428979424,356,12,55,1983.4878721753512,13215.905485221316,4300.1765901620965,78166.74400999877,52476.2468964485,14579.755183572484,75289.23197042005,58,187,47,508,677,97,51,136,891,3565228.3103832374
India,Manufacturing,1830,9.106175243483905,937941.7712705416,358048.9094599938,175304.32946555782,117273.99790409843,4013.4695100965278,337.5538431789732,4870.892615235367,202229.51718507253,432977.04276322236,167495.48074843214,412,189,196,8773.120671994411,15966.719792442971,32546.097341496767,17544.04468166948,32753.417168060747,49191.101100700136,23562.060959266153,168,70,73,810,1446,72,19,51,1849,4398344.7336334195
Canada,Agriculture,2237,95.81861725540836,506520.84210667113,294316.89954631653,182992.6785324174,437153.15621631884,2855.7796767197974,857.5367760131109,122891.16817677362,312792.8467570345,158107.1974113225,19402.67142564882,477,6,71,5373.689679529518,6453.459878771781,28852.120915387797,84629.07026874139,70768.02787259068,39758.80571761085,33283.70102718528,47,82,2,303,782,193,15,119,1079,3843818.346615281
USA,Finance,3239,10.483589469918597,722644.4930800295,427674.1886249367,151945.084730174,3006.0219198085324,8140.017037437711,2380.0936517246623,146472.92144451648,358136.9792367681,319433.49111202953,104192.4552124742,318,289,154,9132.174469521331,12571.121342263325,30249.079926260634,4040.5858800044102,4256.484352241012,32281.007177396354,68912.3830268678,98,17,20,601,1271,314,44,91,561,3887252.0469861655
UK,Transport,3832,0.5989672479921881,419872.9165060987,83728.52492606381,179006.89233685145,234096.83647806002,8731.125962095153,2058.2628053878148,25699.453011719077,133174.66275730488,114383.00312027983,78065.8005755963,337,296,73,1719.6730308519504,3915.2912891388737,10198.559812764384,12511.660829501314,15219.96100285881,24322.94906604493,70409.93910661287,130,128,93,168,105,143,30,148,1862,2840876.2584646964
USA,Retail,2637,61.24144414082745,724664.2879015632,466052.6873129343,383.53601550653593,366076.18979063095,7070.086410757524,4462.708187155759,31533.637245805647,341118.0802002579,59494.09968398073,189074.5859875212,32,204,8,9805.721056238597,3382.8434072144178,19619.356240313136,59377.4392251691,89718.0746509151,12694.943779178073,68268.60508823555,64,130,49,827,1344,427,68,34,1607,4386434.554812139
China,Healthcare,3652,71.34927009682646,793417.6277554822,450921.1058016494,5804.071326000604,171104.33455584722,5110.655250845681,754.8280398603713,144481.0421215939,407368.209299319,279271.2106189421,64556.72496106724,455,41,123,9863.266187214773,8562.600907300906,17791.408764595933,8841.61163245417,36988.303146485494,787.8252138783298,42853.67008542597,36,60,40,590,1038,95,8,17,71,4323739.678397796
Brazil,Agriculture,1576,17.767416527390367,549361.3655024711,268789.67755944777,153511.2303768985,91070.80179744565,303.58119009866067,3497.95471040952,25982.697366805653,300788.94512789056,324088.7852833561,110102.15721611054,358,248,196,9532.685093857814,19866.829754050716,37421.095639497944,99203.80062098397,16558.31025064526,43962.83926231666,26922.824337923936,55,17,48,506,1013,177,97,131,1668,3652225.913868171
India,Healthcare,2739,34.8805118964317,37534.798902173396,183406.92196264002,166749.90179738242,31325.481855511818,8468.496678128811,3186.0194178371553,110514.7900341894,422186.3200718136,494090.68035531725,156953.69514627903,95,161,120,858.8930226393321,8994.927471928584,37149.06786819681,50037.172799124906,74957.68649746016,45392.45127826191,11411.353044944983,196,165,83,525,504,453,59,144,1674,4388528.498160536
China,IT,2730,30.980022017171237,506678.94210712914,432991.50956834777,57575.781884131946,438985.3738793704,1641.1713387525883,741.2436702595581,91570.90655477955,169268.5505434734,26447.228743614494,178194.35572190795,325,50,60,7744.076510516531,8879.253421497222,9687.123542313886,86967.64970904386,15465.091667050581,32488.730736492475,17139.486286585827,108,172,79,225,540,86,54,114,351,4264338.4476029575
France,Transport,1866,72.38619990778122,899397.2855802384,470510.5158142533,10120.941015862029,382972.3711495778,5815.190890658782,3666.934029712079,67429.04488423649,312594.87385243084,12223.429966761845,17790.61349719866,119,292,65,220.15985503357592,17466.25873766094,7958.141359858089,57614.59507560831,55652.72915243394,4390.8128897054485,77838.86024829937,60,197,64,318,1474,287,96,173,1594,4410237.431760845
Japan,Retail,1052,39.41050980077188,88441.11510582546,80879.86059357182,3809.1689499338167,338525.4587434894,3587.4779345043016,3700.0973459389993,36626.07129582553,65863.86407573053,218141.25489048663,148610.0931642955,294,213,9,6563.42711827123,8404.84238203357,42857.78699741166,82807.32155191292,16726.208361246063,25876.467162178807,92634.54380264522,150,90,8,224,804,430,4,27,1255,2790783.454745603
China,Transport,4977,52.85844886880001,586287.2647113283,289104.764959653,15115.641570210946,400558.6246293618,5259.262779107672,2706.9771372367213,96141.22955901541,126693.88445362673,446156.4073058035,154357.66039981306,359,295,104,5996.457113921962,1393.7884314184678,1839.6192110616328,96510.42460653993,78250.24237872337,35644.38188371425,61798.82521168929,189,22,53,74,1921,93,2,175,602,4608806.887855295
Japan,Manufacturing,4276,77.64203096460136,39034.54877423339,251546.9696761422,94042.17555283736,271875.2203318014,7252.178047101099,635.7610108918383,88885.92210973536,442855.5030569564,244469.6093024546,145822.11930783346,275,18,139,5784.399081458934,11585.843951446712,19154.511270817486,12402.257156547224,60497.410079098554,27429.181548558692,50656.33221196755,21,150,91,709,658,303,94,172,549,4264939.258407564
Canada,Transport,1871,49.3261919458762,489803.43569193373,268158.0849223881,191481.04687049004,431904.5229666852,8198.875956344158,1955.357214615267,184993.6287692758,139802.08692589586,238542.97345708226,42211.23838249876,38,276,194,797.5545130070872,9910.00804358373,42654.77893522557,98453.59651123454,3203.977001586213,22470.016469699196,2791.8561996727844,23,189,21,607,154,399,76,49,769,4186103.9238609085
Japan,Retail,4000,72.56057733028332,693439.9677982888,34587.45566454308,8060.9576910217975,252247.69036330376,5855.2402088838,2620.0923405092435,85229.62399227539,433595.069686689,112758.70396830923,30051.868159020567,468,43,67,7939.188156496084,14152.077823608091,30719.982583510515,64366.77420139671,17976.030221686953,8661.512481031967,76954.98791168041,180,72,10,969,1494,331,64,101,479,3291661.366082592
Australia,Transport,1266,56.660243513534525,383609.33609951474,190903.5649446079,83680.66635328453,196248.81383893828,3332.000587758814,2817.11259080068,194403.26120896442,184453.49424194134,159326.90439582232,63349.506871993166,470,37,176,2713.1315751038464,617.6104104590773,49963.090503675165,59359.12995106577,42269.075941839474,39072.852251103526,45005.386962343284,80,10,53,90,1933,344,53,84,1915,3105223.5973624988
France,Agriculture,4538,71.27081821363382,118370.7528200627,74504.75488704511,107992.43444428062,262641.98281755554,6758.237586166343,2939.0958222976647,40093.25258613192,409349.7955555071,348563.4572498005,194390.62609340355,331,136,16,8075.243778386205,2966.5210280893552,26196.267776930083,96460.67098389057,23973.52914170978,44359.45614333746,92583.91627593769,100,159,74,267,1256,311,31,129,832,4179993.3859250317
UK,Healthcare,3352,9.070557078112573,947665.9912762495,436104.711144161,126103.85032436831,485505.8869432073,2146.661886820034,3503.0837338476945,160565.88623398994,249062.63978391496,97955.20081683573,51297.45977916316,2,218,88,2248.4697208456496,8975.367403709251,27841.899403235802,14898.727912949427,99766.46696735204,9440.602296352801,89798.89622165899,110,35,70,874,685,422,70,0,1735,4567419.619444694
Japan,Healthcare,1976,97.82191133122973,933425.834631961,227019.66685506637,81093.87296140536,336362.3172099985,8908.882643773459,4668.481299602766,27575.335728962204,476833.0687948828,88822.91937231972,132636.2459135111,458,88,175,8663.95419331139,17124.870098588763,34371.82088824587,82513.8378529174,50006.47984069062,11040.712406184814,9115.895839031191,199,108,90,195,108,457,96,25,1222,4636690.80576754
Australia,Manufacturing,3195,8.696600751370898,796250.4813600795,418723.3422014448,162587.62315742127,85913.17343843592,316.7473406400712,905.717163302035,32018.252413303384,56188.140784399766,144092.16815472697,153518.82664847726,391,125,90,8946.417366493079,19330.577577675613,12956.674024961878,86273.7851536997,6997.557709418974,46450.285252503396,27957.90669322679,34,94,45,10,1463,162,29,7,1425,3091070.2030296074
Canada,Finance,1042,63.610716721776626,211641.69084900667,108712.26008940171,32850.78803972103,217233.78652500713,7999.787934813674,2665.6177098137664,162117.90122567792,266322.1403547714,260921.89081990853,124134.95115232388,201,248,55,1929.0322920769465,14439.836135546526,34856.61312548434,29826.907714336903,12535.431570922694,21699.641755769186,73421.66058326166,155,73,55,894,1003,390,67,94,1324,3563933.123961031
USA,Retail,4923,2.313331873645663,774013.870960096,432249.86528953194,3060.603246656313,358998.3229116564,1088.867740685553,3485.041590580369,118827.10935410981,14981.226117316559,26994.115482272206,101173.42765425575,219,179,29,4386.370590320224,1033.5967873922414,23417.19071522696,23452.75498838326,50136.13682484071,8704.086006748801,82346.07715632363,186,113,13,560,28,26,73,169,1831,3343213.684607665
UK,Retail,2162,51.7118479222164,338237.7517848979,69707.4781614398,148556.86970627386,209613.1210807663,9182.324382829383,2207.911684147792,140896.43593580837,420433.40097441577,129.4099003967819,189124.70799687624,335,57,168,7428.488311207355,3060.6356675061907,33228.57343671052,55201.42172906594,69037.05653424397,6372.398121957816,65583.86316357393,90,175,70,815,321,353,6,52,1505,3475875.1098273513
Australia,Retail,2428,9.602084960914226,611029.4948731416,77068.17421661377,188861.86866618157,336319.2987731,3856.57912147063,3210.9261687536305,50545.84893705254,119576.2358839278,148188.40717670624,174003.70604091388,267,277,192,4033.629282716549,1078.873808755152,1751.442236377182,68425.25978401069,77793.00891912487,45426.95194282934,23971.719335562622,183,154,70,805,428,196,14,39,604,3534319.0328615024
USA,IT,3507,8.999314536595882,450027.9090105082,493861.97225978447,169386.39071791733,19547.056382594852,4662.928354034509,2896.2646440581834,162465.0609475356,405589.244882757,198515.51243230308,54293.30336419942,295,78,112,896.108875884013,15373.916197103847,20046.796906448333,72817.6783266913,22177.791750782682,25750.127147087787,84447.3189701555,164,172,76,123,933,263,98,172,1279,4309569.837674702
China,Agriculture,951,28.491938895014112,254164.117306967,14391.213890321553,149815.89814786773,200270.7331184349,4391.502082356008,4229.070069321735,111079.01716219673,361574.35856162955,283996.74754880724,194949.09310106456,146,164,1,7193.1353611368395,6549.755156664434,30686.646257858323,26480.39033271339,9644.746904013511,45982.22542202633,66294.3812001169,151,92,6,105,1823,294,61,157,1154,3319438.1864485196
Canada,Transport,3048,24.163071981183204,654796.1736243555,15762.340256446294,20922.11507343209,153026.16756814736,5707.632519996872,3738.265197075294,137144.1067218657,191634.2610288203,50044.09981472568,80888.40036066831,421,20,176,9950.516997302551,15587.284118987105,44018.42535272158,74332.11647940174,4021.4523102038484,10599.352023746218,66461.53206490989,81,146,70,789,299,461,38,122,1355,2860533.7820688584
Canada,Manufacturing,4969,13.681873946138513,720473.6905008726,52600.91455352561,158926.8444224503,303232.3836270033,6229.830372962135,1842.8138850715131,30630.95184525928,449170.8645808152,346617.91342344665,157858.25010202074,292,257,100,8733.907899897831,3070.119397304527,36202.412889052815,95044.35115922787,81243.86326371277,9747.426471486238,44223.28999099984,113,40,46,724,413,351,19,164,130,4257253.65637176
France,Agriculture,769,57.9201205472504,530681.3673091052,94531.10608122966,101971.1400192789,53901.822487952275,9612.653888956193,971.621405336659,122152.72048448911,25984.42086549796,73754.48079059993,61303.15422173538,170,227,167,967.7325512402967,2798.3102654040335,22574.512757333727,72535.06702561556,97671.8837808606,8405.947400557841,87462.63828881673,131,40,61,134,468,162,54,103,954,2059412.0612417834
Australia,Finance,4163,88.54024140246638,166222.48197788573,34244.90069057107,59194.13737646013,226425.52910429804,921.8534523144073,142.62671899685665,10567.141221169108,18640.69150602532,223126.15851825668,182253.29986495775,187,122,128,1213.709663960203,12854.534744590317,44504.80377754448,16239.476629803163,20322.819955264342,35586.016034549895,62193.31630573498,176,186,42,756,831,32,29,110,899,2695803.8369878014
Canada,Retail,266,91.7428621944218,497060.075530643,475280.7302200712,195541.41429755642,300225.12714664126,7350.411765282668,3698.3397808987015,54141.07719922459,99442.79934822941,273023.39453677944,184257.25141834278,429,200,38,746.6279200418758,13763.181313047528,44174.8831864322,24575.460867476362,29297.010083937046,48074.29406479343,12282.933035954313,147,148,44,923,1753,297,21,60,333,4285296.578205093
Brazil,Transport,1639,29.039902823189202,770161.0192073123,150782.92706034,172663.13307953387,45266.19038715485,1455.8803958125989,3814.5670397564145,164426.10928187976,147494.06470608778,452389.9738673598,11914.981555351023,460,150,24,9799.04190573185,827.8533430671464,35136.69967863998,48135.39937067959,16399.123811106867,45973.28371359674,13129.075359635133,104,9,60,779,1583,136,19,143,1810,3364876.28794711
Germany,Finance,1893,86.45730908450416,847270.4821563923,482667.93814111163,82121.4821932518,261122.10534000807,5183.312859777474,4314.516269396563,37486.121436461326,197151.83237849237,333749.0479151201,22799.56463400523,236,278,8,4440.0725438472955,11142.439971673397,30087.274860034067,95604.67317621804,53879.24166798164,2903.726119070909,57614.143711938035,37,130,29,554,661,40,30,43,1436,4282722.069205869
India,Finance,2822,96.75147740154266,31816.794758807497,438219.2489527848,40896.24823298097,372497.8817789102,4618.299023635421,1408.0643762465083,24532.625538290875,483986.50814651075,81387.60799356525,123503.51786817331,193,131,154,5521.99810870045,7889.96103906561,17408.229435567195,26989.16412453324,19093.829460095916,15999.408169386816,73714.51675204998,99,184,3,485,15,342,53,102,246,4108858.787866219
Japan,Finance,91,31.216579769380314,190674.98195600384,382735.67834239505,179583.01356842832,285933.8813435677,9751.119049439954,2069.8399149203437,183185.82855430353,48121.46538855,175016.1036804327,188420.84416054876,333,73,21,6886.277644790282,2594.358468083251,43940.551152952896,92539.37689129327,77376.42921744117,24908.33012199328,84431.1800663956,64,41,24,274,1879,463,30,152,1807,3427895.9237716887
